	Source file	DateTime	Date	Time	Duration(s)	Comments	Final207_235	Final207_235_Int2SE	Final207_235_Prop2SE	Final206_238	Final206_238_Int2SE	Final206_238_Prop2SE	Final238_206	Final238_206_Prop2SE	Final207_206	Final207_206_Int2SE	Final207_206_Prop2SE	Final208_232	Final208_232_Int2SE	Final206_208	Final206_208_Int2SE	FinalAge206_238	FinalAge206_238_Int2SE	FinalAge206_238_Prop2SE	FinalAge207_235	FinalAge207_235_Int2SE	FinalAge207_235_Prop2SE	FinalAge208_232	FinalAge208_232_Int2SE	Final206_204	Final206_204_Int2SE	Final207_204	Final207_204_Int2SE	Final208_204	Final208_204_Int2SE	Approx_U_PPM	Approx_U_PPM_Int2SE	Approx_Th_PPM	Approx_Th_PPM_Int2SE	Approx_Pb_PPM	Approx_Pb_PPM_Int2SE	FInal_U_Th_Ratio	FInal_U_Th_Ratio_Int2SE	Final238_206	Final238_206_Int2SE	FinalAge207_206	FinalAge207_206_Int2SE	FinalDiscPercent	FinalDiscPercent_Int2SE	FinalAnd207_235	FinalAnd207_235_Int2SE	FinalAnd207_235_Prop2SE	FinalAnd206_238	FinalAnd206_238_Int2SE	FinalAnd206_238_Prop2SE	FinalAnd208_232	FinalAnd208_232_Int2SE	FinalAnd238_206	FinalAnd238_206_Int2SE	FinalAnd207_206	FinalAnd207_206_Int2SE	FinalAgeAnd207_206	FinalAgeAnd207_206_Int2SE	FinalAgeAnd207_235	FinalAgeAnd207_235_Int2SE	FinalAgeAnd207_235_Prop2SE	FinalAgeAnd206_238	FinalAgeAnd206_238_Int2SE	FinalAgeAnd206_238_Prop2SE	FinalAgeAnd208_232	FinalAgeAnd208_232_Int2SE	FinalFracCommonPb	FinalFracCommonPb_Int2SE	FinalFracLostPb	FinalFracLostPb_Int2SE	AndersenSolution	AndersenSolution_Int2SE	FinalPbC207_235	FinalPbC207_235_Int2SE	FinalPbC207_235_Prop2SE	FinalPbC206_238	FinalPbC206_238_Int2SE	FinalPbC206_238_Prop2SE	FinalPbC208_232	FinalPbC208_232_Int2SE	FinalPbC207_206	FinalPbC207_206_Int2SE	FinalPbC238_206	FinalPbC238_206_Int2SE	FinalAgePbC207_206	FinalAgePbC207_206_Int2SE	FinalAgePbC207_235	FinalAgePbC207_235_Int2SE	FinalAgePbC207_235_Prop2SE	FinalAgePbC206_238	FinalAgePbC206_238_Int2SE	FinalAgePbC206_238_Prop2SE	FinalAgePbC208_232	FinalAgePbC208_232_Int2SE	ExtraMetaData
AS3_28	AS3_64.FIN2	04/08/2012 (7) 08:14:24.24	04/08/2012 (7)	08:14:24.24	19.97	AS3_64.FIN2	2.035	0.023	0.036	0.1932	0.0020	0.0056		0.1500285	0.07642	0.00055	0.0016	no value	NAN	no value	NAN	1139	11	30	1128.4	7.7	12	no value	NAN	400	1100	11	80	60	360	no value	NAN	no value	NAN	no value	NAN	no value	NAN	5.175983	0.053	1110.5	9.3	2.58	0.29	2.053	0.029	0.046	0.1935	0.0021	0.0058	no value	NAN	5.173	0.056	0.07683	0.00039	1117	10	1132.5	9.7	15	1140	11	32	no value	NAN	-0.00043	0.00051	-0.00043	0.00051	0.5	1.0	1.933	0.038	0.061	0.1922	0.0021	0.0057	no value	NAN	0.0732	0.0010	5.202	0.055	1017	28	1094	13	20	1133	11	31	no value	NAN	FILENAME: AS3_64.FIN2;
AS3_29	AS3_68.FIN2	04/08/2012 (7) 08:33:05.24	04/08/2012 (7)	08:33:05.24	19.97	AS3_68.FIN2	2.304	0.033	0.043	0.1991	0.0022	0.0058		0.1463139	0.0865	0.0012	0.0019	no value	NAN	no value	NAN	1170	12	31	1212	10	13	no value	NAN	390	130	33	12	90	31	no value	NAN	no value	NAN	no value	NAN	no value	NAN	5.022602	0.056	1334	19	4.96	0.57	2.174	0.039	0.051	0.1981	0.0024	0.0063	no value	NAN	5.055	0.060	0.08168	0.00077	1235	18	1172	12	16	1164	13	34	no value	NAN	0.0055	0.0016	0.0055	0.0016	0.290	0.038	1.56	0.11	0.14	0.1923	0.0022	0.0059	no value	NAN	0.0601	0.0040	5.199	0.061	960	84	894	54	70	1134	12	32	no value	NAN	FILENAME: AS3_68.FIN2;
AS3_30	AS3_69.FIN2	04/08/2012 (7) 08:34:25.24	04/08/2012 (7)	08:34:25.24	19.97	AS3_69.FIN2	2.057	0.032	0.043	0.1985	0.0021	0.0058		0.1471997	0.0774	0.0012	0.0019	no value	NAN	no value	NAN	1167	11	31	1134	11	14	no value	NAN	30	140	2	11	5	29	no value	NAN	no value	NAN	no value	NAN	no value	NAN	5.037783	0.055	1127	16	4.68	0.45	2.120	0.039	0.051	0.1989	0.0023	0.0062	no value	NAN	5.041	0.058	0.07914	0.00061	1174	15	1158	12	17	1169	12	33	no value	NAN	-0.0027	0.0014	-0.0027	0.0014	0.275	0.039	1.35	0.16	0.21	0.1916	0.0025	0.0069	no value	NAN	0.0514	0.0058	5.224	0.070	960	100	822	76	100	1131	14	37	no value	NAN	FILENAME: AS3_69.FIN2;
																																																																																																				
TS03_1	VP-X-TS-03_01.FIN2	04/08/2012 (7) 01:04:56.24	04/08/2012 (7)	01:04:56.24	19.97	VP-X-TS-03_01.FIN2	0.796	0.023	0.037	0.0996	0.0014	0.0056		0.564507	0.0599	0.0018	0.0023	no value	NAN	no value	NAN	611.9	8.3	33	594	13	21	no value	NAN	83	11	4.85	0.72	42.3	5.9	no value	NAN	no value	NAN	no value	NAN	no value	NAN	10.04016	0.14	608	34	8.05	0.91	0.829	0.017	0.026	0.0998	0.0015	0.0061	no value	NAN	10.09	0.16	0.06010	0.00044	613	16	613.8	9.1	14	613.2	9.0	36	no value	NAN	-0.0028	0.0023	-0.0028	0.0023	0.195	0.038	-2.54	0.31	0.48	0.0690	0.0030	0.012	no value	NAN	-0.428	0.081	16.4	1.1	510	370	-390	330	510	429	18	73	no value	NAN	FILENAME: VP-X-TS-03_01.FIN2;
TS03_2	VP-X-TS-03_02.FIN2	04/08/2012 (7) 01:06:16.24	04/08/2012 (7)	01:06:16.24	19.97	VP-X-TS-03_02.FIN2	4.296	0.089	0.093	0.3030	0.0051	0.0075		0.08169134	0.1051	0.0013	0.0020	no value	NAN	no value	NAN	1707	26	38	1695	17	18	no value	NAN	160	36	17.0	3.7	61	14	no value	NAN	no value	NAN	no value	NAN	no value	NAN	3.30033	0.058	1733	13	5.02	0.58	4.35	0.15	0.15	0.3028	0.0058	0.0085	no value	NAN	3.292	0.065	0.1059	0.0013	1728	23	1701	26	28	1705	29	42	no value	NAN	-0.0022	0.0023	-0.0022	0.0023	0.260	0.039	-0.41	0.46	0.48	0.2630	0.0055	0.0080	no value	NAN	-0.009	0.013	3.787	0.080	1060	190	790	170	180	1510	28	41	no value	NAN	FILENAME: VP-X-TS-03_02.FIN2;
TS03_3	VP-X-TS-03_03.FIN2	04/08/2012 (7) 01:07:36.24	04/08/2012 (7)	01:07:36.24	19.97	VP-X-TS-03_03.FIN2	0.890	0.016	0.032	0.1010	0.0013	0.0056		0.5489658	0.0659	0.0011	0.0018	no value	NAN	no value	NAN	620.3	7.4	33	645.6	8.7	18	no value	NAN	156	21	9.8	1.2	45.8	6.0	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.90099	0.12	798	21	4.75	0.53	0.839	0.014	0.029	0.1008	0.0013	0.0058	no value	NAN	9.93	0.12	0.06255	0.00054	691	18	617.3	7.8	16	618.7	7.6	34	no value	NAN	0.0037	0.0013	0.0037	0.0013	0.278	0.039	-1.04	0.16	0.33	0.0849	0.0017	0.0073	no value	NAN	-0.092	0.016	11.89	0.24	410	210	-430	160	330	525.1	9.8	44	no value	NAN	FILENAME: VP-X-TS-03_03.FIN2;
TS03_4	VP-X-TS-03_04.FIN2	04/08/2012 (7) 01:08:56.24	04/08/2012 (7)	01:08:56.24	19.97	VP-X-TS-03_04.FIN2	0.789	0.018	0.034	0.1027	0.0015	0.0057		0.5404232	0.0585	0.0012	0.0019	no value	NAN	no value	NAN	629.9	8.7	33	591	10	19	no value	NAN	133	38	7.9	2.3	40	11	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.737098	0.15	555	24	6.07	0.63	0.859	0.017	0.030	0.1031	0.0016	0.0060	no value	NAN	9.74	0.15	0.06044	0.00036	618	13	628.9	8.9	16	632.2	9.2	35	no value	NAN	-0.0050	0.0015	-0.0050	0.0015	0.216	0.038	-1.06	0.16	0.30	0.0851	0.0019	0.0072	no value	NAN	-0.104	0.017	11.74	0.26	590	230	-340	160	300	527	11	43	no value	NAN	FILENAME: VP-X-TS-03_04.FIN2;
TS03_5	VP-X-TS-03_05.FIN2	04/08/2012 (7) 01:10:16.24	04/08/2012 (7)	01:10:16.24	19.97	VP-X-TS-03_05.FIN2	4.925	0.084	0.089	0.3262	0.0042	0.0070		0.06578549	0.1151	0.0013	0.0020	no value	NAN	no value	NAN	1819	21	34	1806	14	15	no value	NAN	306	49	34.7	5.5	41.0	6.6	no value	NAN	no value	NAN	no value	NAN	no value	NAN	3.065604	0.040	1882	13	4.41	0.49	5.01	0.12	0.13	0.3267	0.0047	0.0077	no value	NAN	3.074	0.044	0.1137	0.0012	1858	18	1820	21	22	1821	23	38	no value	NAN	0.0001	0.0020	0.0001	0.0020	0.299	0.038	2.04	0.28	0.30	0.3014	0.0045	0.0074	no value	NAN	0.0509	0.0066	3.322	0.051	1150	120	1112	91	96	1697	23	37	no value	NAN	FILENAME: VP-X-TS-03_05.FIN2;
TS03_6	VP-X-TS-03_06.FIN2	04/08/2012 (7) 01:12:56.24	04/08/2012 (7)	01:12:56.24	19.97	VP-X-TS-03_06.FIN2	0.875	0.038	0.047	0.1098	0.0019	0.0059		0.4893813	0.0609	0.0026	0.0030	no value	NAN	no value	NAN	671	11	34	642	20	25	no value	NAN	29	10	1.78	0.73	5.1	1.8	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.107468	0.16	657	46	10.6	1.2	0.939	0.023	0.029	0.1101	0.0021	0.0064	no value	NAN	9.13	0.18	0.06217	0.00047	678	16	672	12	15	673	12	37	no value	NAN	-0.0046	0.0033	-0.0046	0.0033	0.135	0.034	-5.44	0.77	0.95	0.0540	0.0067	0.021	no value	NAN	-0.54	0.69	15.6	8.5	2430	310	920	300	370	338	41	130	no value	NAN	FILENAME: VP-X-TS-03_06.FIN2;
TS03_7	VP-X-TS-03_07.FIN2	04/08/2012 (7) 01:14:17.24	04/08/2012 (7)	01:14:17.24	19.97	VP-X-TS-03_07.FIN2	4.458	0.099	0.10	0.3259	0.0060	0.0082		0.07720495	0.1064	0.0021	0.0026	no value	NAN	no value	NAN	1816	29	40	1720	18	19	no value	NAN	144	39	16.2	4.3	54	15	no value	NAN	no value	NAN	no value	NAN	no value	NAN	3.068426	0.056	1734	20	7.59	0.85	5.06	0.18	0.19	0.3284	0.0068	0.0094	no value	NAN	3.042	0.063	0.1117	0.0017	1834	27	1821	32	33	1833	33	45	no value	NAN	-0.0102	0.0034	-0.0102	0.0034	0.177	0.037	-0.63	0.67	0.70	0.2833	0.0069	0.0094	no value	NAN	-0.022	0.018	3.548	0.088	1440	200	1080	180	180	1608	34	47	no value	NAN	FILENAME: VP-X-TS-03_07.FIN2;
TS03_8	VP-X-TS-03_08.FIN2	04/08/2012 (7) 01:15:36.24	04/08/2012 (7)	01:15:36.24	19.97	VP-X-TS-03_08.FIN2	4.784	0.067	0.073	0.3298	0.0046	0.0072		0.06619592	0.11113	0.00060	0.0016	no value	NAN	no value	NAN	1836	22	35	1779	12	13	no value	NAN	2390	660	263	74	89	26	no value	NAN	no value	NAN	no value	NAN	no value	NAN	3.032141	0.042	1817.8	5.3	4.09	0.45	5.09	0.14	0.15	0.3322	0.0051	0.0081	no value	NAN	3.034	0.046	0.1143	0.0010	1873	15	1828	22	24	1847	25	39	no value	NAN	-0.0057	0.0018	-0.0057	0.0018	0.308	0.038	4.569	0.071	0.077	0.3280	0.0046	0.0072	no value	NAN	0.10630	0.00082	3.065	0.042	1736	14	1740	13	14	1827	22	35	no value	NAN	FILENAME: VP-X-TS-03_08.FIN2;
TS03_9	VP-X-TS-03_09.FIN2	04/08/2012 (7) 01:16:56.24	04/08/2012 (7)	01:16:56.24	19.97	VP-X-TS-03_09.FIN2	1.181	0.023	0.036	0.1363	0.0021	0.0060		0.322968	0.06613	0.00097	0.0018	no value	NAN	no value	NAN	823	12	34	792	11	17	no value	NAN	260	93	17.2	6.2	28	10	no value	NAN	no value	NAN	no value	NAN	no value	NAN	7.336757	0.11	805	19	4.64	0.51	1.243	0.027	0.044	0.1367	0.0022	0.0062	no value	NAN	7.33	0.12	0.06757	0.00045	854	14	819	13	20	826	12	35	no value	NAN	-0.0039	0.0012	-0.0039	0.0012	0.284	0.038	0.37	0.12	0.20	0.1285	0.0022	0.0063	no value	NAN	0.0195	0.0073	7.81	0.13	740	120	297	96	150	779	13	36	no value	NAN	FILENAME: VP-X-TS-03_09.FIN2;
TS03_10	VP-X-TS-03_010.FIN2	04/08/2012 (7) 01:18:17.24	04/08/2012 (7)	01:18:17.24	19.97	VP-X-TS-03_010.FIN2	4.261	0.072	0.077	0.3126	0.0042	0.0070		0.07163415	0.1057	0.0014	0.0021	no value	NAN	no value	NAN	1754	20	34	1686	13	14	no value	NAN	234	55	24.0	5.8	69	18	no value	NAN	no value	NAN	no value	NAN	no value	NAN	3.198976	0.044	1724	14	5.62	0.57	4.63	0.13	0.14	0.3155	0.0049	0.0082	no value	NAN	3.181	0.049	0.1083	0.0011	1767	19	1757	22	24	1768	24	40	no value	NAN	-0.0074	0.0024	-0.0074	0.0024	0.225	0.039	1.85	0.29	0.31	0.2907	0.0045	0.0076	no value	NAN	0.0472	0.0076	3.447	0.055	1090	130	1121	81	88	1646	22	37	no value	NAN	FILENAME: VP-X-TS-03_010.FIN2;
TS03_11	VP-X-TS-03_011.FIN2	04/08/2012 (7) 01:22:17.24	04/08/2012 (7)	01:22:17.24	19.97	VP-X-TS-03_011.FIN2	4.381	0.068	0.074	0.3169	0.0047	0.0073		0.07269062	0.1054	0.0011	0.0019	no value	NAN	no value	NAN	1773	23	36	1710	13	14	no value	NAN	520	150	55	16	175	51	no value	NAN	no value	NAN	no value	NAN	no value	NAN	3.15557	0.048	1730	11	5.33	0.57	4.73	0.14	0.15	0.3193	0.0054	0.0083	no value	NAN	3.159	0.053	0.1097	0.0012	1792	20	1769	25	27	1784	26	41	no value	NAN	-0.0079	0.0023	-0.0079	0.0023	0.254	0.039	2.99	0.20	0.22	0.3037	0.0043	0.0067	no value	NAN	0.0748	0.0047	3.308	0.047	1268	83	1365	58	63	1710	21	33	no value	NAN	FILENAME: VP-X-TS-03_011.FIN2;
TS03_12	VP-X-TS-03_012.FIN2	04/08/2012 (7) 01:23:37.24	04/08/2012 (7)	01:23:37.24	19.97	VP-X-TS-03_012.FIN2	5.165	0.074	0.079	0.3467	0.0046	0.0072		0.05989972	0.1121	0.0010	0.0018	no value	NAN	no value	NAN	1917	22	34	1845	12	13	no value	NAN	640	230	72	26	132	49	no value	NAN	no value	NAN	no value	NAN	no value	NAN	2.884338	0.039	1839.0	9.3	5.43	0.62	5.63	0.16	0.17	0.3505	0.0054	0.0084	no value	NAN	2.860	0.043	0.1177	0.0014	1920	20	1912	24	26	1937	25	40	no value	NAN	-0.0104	0.0024	-0.0104	0.0024	0.249	0.039	4.24	0.13	0.14	0.3382	0.0046	0.0072	no value	NAN	0.0945	0.0025	2.957	0.041	1517	51	1673	26	28	1878	22	35	no value	NAN	FILENAME: VP-X-TS-03_012.FIN2;
TS03_13	VP-X-TS-03_013.FIN2	04/08/2012 (7) 01:24:57.24	04/08/2012 (7)	01:24:57.24	19.97	VP-X-TS-03_013.FIN2	0.830	0.022	0.036	0.1042	0.0015	0.0057		0.524976	0.0593	0.0015	0.0021	no value	NAN	no value	NAN	638.7	8.7	33	614	12	20	no value	NAN	95	53	6.0	3.5	47	26	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.596929	0.14	576	31	6.78	0.71	0.883	0.017	0.028	0.1047	0.0016	0.0060	no value	NAN	9.57	0.14	0.06126	0.00041	649	15	640.7	9.2	15	641.7	9.1	35	no value	NAN	-0.0053	0.0017	-0.0053	0.0017	0.204	0.038	-0.36	0.17	0.27	0.0934	0.0020	0.0076	no value	NAN	-0.034	0.015	10.75	0.22	1120	170	40	120	190	577	12	45	no value	NAN	FILENAME: VP-X-TS-03_013.FIN2;
TS03_14	VP-X-TS-03_014.FIN2	04/08/2012 (7) 01:26:17.24	04/08/2012 (7)	01:26:17.24	19.97	VP-X-TS-03_014.FIN2	1.180	0.044	0.053	0.1362	0.0029	0.0062		0.3342239	0.0645	0.0025	0.0029	no value	NAN	no value	NAN	823	17	35	785	21	24	no value	NAN	50.3	9.0	3.06	0.64	8.6	1.9	no value	NAN	no value	NAN	no value	NAN	no value	NAN	7.342144	0.16	779	49	10.3	1.1	1.255	0.038	0.045	0.1371	0.0032	0.0068	no value	NAN	7.26	0.17	0.06659	0.00070	830	22	820	17	20	827	18	38	no value	NAN	-0.0052	0.0031	-0.0052	0.0031	0.141	0.035	-5.33	0.80	0.95	0.0836	0.0070	0.015	no value	NAN	-0.48	0.40	11.5	3.4	1640	500	660	380	450	517	41	88	no value	NAN	FILENAME: VP-X-TS-03_014.FIN2;
TS03_15	VP-X-TS-03_015.FIN2	04/08/2012 (7) 01:27:37.24	04/08/2012 (7)	01:27:37.24	19.97	VP-X-TS-03_015.FIN2	0.845	0.018	0.033	0.1060	0.0015	0.0057		0.507298	0.0605	0.0012	0.0019	no value	NAN	no value	NAN	649.0	8.5	33	621.2	9.8	18	no value	NAN	187	64	11.3	3.9	73	25	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.433962	0.13	618	22	5.33	0.62	0.896	0.017	0.031	0.1063	0.0015	0.0059	no value	NAN	9.46	0.14	0.06123	0.00045	647	16	650.2	8.7	16	651.0	8.9	34	no value	NAN	-0.0033	0.0014	-0.0033	0.0014	0.254	0.039	-0.26	0.13	0.24	0.0950	0.0017	0.0065	no value	NAN	-0.023	0.010	10.53	0.19	920	220	-130	130	240	585	10	39	no value	NAN	FILENAME: VP-X-TS-03_015.FIN2;
TS03_16	VP-X-TS-03_016.FIN2	04/08/2012 (7) 01:30:17.24	04/08/2012 (7)	01:30:17.24	19.97	VP-X-TS-03_016.FIN2	0.857	0.025	0.037	0.1034	0.0018	0.0057		0.5331308	0.0616	0.0015	0.0021	no value	NAN	no value	NAN	634	11	34	629	13	20	no value	NAN	133	56	8.5	3.5	29	13	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.67118	0.17	676	30	6.43	0.78	0.869	0.021	0.031	0.1033	0.0019	0.0059	no value	NAN	9.65	0.18	0.06124	0.00047	648	16	636	11	17	634	11	35	no value	NAN	-0.0018	0.0019	-0.0018	0.0019	0.225	0.039	-0.31	0.22	0.33	0.0920	0.0021	0.0065	no value	NAN	-0.040	0.020	10.97	0.27	1150	190	220	130	200	567	12	38	no value	NAN	FILENAME: VP-X-TS-03_016.FIN2;
TS03_17	VP-X-TS-03_017.FIN2	04/08/2012 (7) 01:31:37.24	04/08/2012 (7)	01:31:37.24	19.97	VP-X-TS-03_017.FIN2	10.80	0.15	0.15	0.5030	0.0067	0.0086		0.03399089	0.1602	0.0011	0.0018	no value	NAN	no value	NAN	2624	29	37	2507	13	13	no value	NAN	860	320	137	51	137	52	no value	NAN	no value	NAN	no value	NAN	no value	NAN	1.988072	0.026	2460.1	7.1	7.08	0.71	12.54	0.43	0.44	0.5147	0.0087	0.011	no value	NAN	1.953	0.033	0.1768	0.0029	2621	28	2640	32	33	2676	37	47	no value	NAN	-0.0235	0.0039	-0.0235	0.0039	0.183	0.037	9.69	0.21	0.22	0.4950	0.0066	0.0085	no value	NAN	0.1492	0.0023	2.033	0.028	2327	27	2409	21	21	2590	29	37	no value	NAN	FILENAME: VP-X-TS-03_017.FIN2;
TS03_18	VP-X-TS-03_018.FIN2	04/08/2012 (7) 01:32:57.24	04/08/2012 (7)	01:32:57.24	19.97	VP-X-TS-03_018.FIN2	0.840	0.018	0.033	0.1036	0.0014	0.0056		0.5217573	0.0609	0.0013	0.0019	no value	NAN	no value	NAN	635.0	8.0	33	619.1	9.9	19	no value	NAN	131	62	8.1	3.7	48	24	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.65251	0.13	633	24	5.40	0.58	0.867	0.015	0.029	0.1036	0.0014	0.0058	no value	NAN	9.66	0.13	0.06145	0.00040	653	14	633.1	8.4	16	635.4	8.3	34	no value	NAN	-0.0018	0.0015	-0.0018	0.0015	0.251	0.039	-0.15	0.14	0.27	0.0938	0.0016	0.0067	no value	NAN	-0.016	0.012	10.64	0.19	860	160	60	110	210	577.7	9.7	40	no value	NAN	FILENAME: VP-X-TS-03_018.FIN2;
TS03_19	VP-X-TS-03_019.FIN2	04/08/2012 (7) 01:34:17.24	04/08/2012 (7)	01:34:17.24	19.97	VP-X-TS-03_019.FIN2	1.167	0.019	0.034	0.1348	0.0017	0.0057		0.313686	0.06456	0.00091	0.0017	no value	NAN	no value	NAN	815.8	9.7	32	784.7	9.2	16	no value	NAN	250	130	16.5	8.4	32	16	no value	NAN	no value	NAN	no value	NAN	no value	NAN	7.418398	0.096	775	18	4.37	0.48	1.225	0.023	0.040	0.1353	0.0018	0.0060	no value	NAN	7.42	0.10	0.06618	0.00046	815	14	813	11	19	818	10	34	no value	NAN	-0.0037	0.0012	-0.0037	0.0012	0.299	0.038	0.65	0.10	0.18	0.1298	0.0019	0.0063	no value	NAN	0.0369	0.0056	7.73	0.12	770	120	495	62	110	787	11	36	no value	NAN	FILENAME: VP-X-TS-03_019.FIN2;
TS03_20	VP-X-TS-03_020.FIN2	04/08/2012 (7) 01:35:37.24	04/08/2012 (7)	01:35:37.24	19.97	VP-X-TS-03_020.FIN2	0.869	0.057	0.063	0.1076	0.0026	0.0059		0.5095977	0.0600	0.0039	0.0042	no value	NAN	no value	NAN	660	16	35	633	31	35	no value	NAN	-4	20	-0.3	1.2	-2.5	3.8	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.29368	0.23	749	63	17.5	1.8	0.922	0.032	0.036	0.1081	0.0029	0.0066	no value	NAN	9.32	0.25	0.06205	0.00056	676	19	658	17	19	661	17	38	no value	NAN	-0.0040	0.0050	-0.0040	0.0050	0.0	1.0	-1.6	1.1	1.2	0.083	0.010	0.023	no value	NAN	-0.62	0.45	19.0	6.4	2800	240	1250	260	290	506	60	140	no value	NAN	FILENAME: VP-X-TS-03_020.FIN2;
TS03_21	VP-X-TS-03_021.FIN2	04/08/2012 (7) 01:39:37.24	04/08/2012 (7)	01:39:37.24	19.97	VP-X-TS-03_021.FIN2	0.908	0.024	0.037	0.1068	0.0015	0.0055		0.4821922	0.0617	0.0015	0.0021	no value	NAN	no value	NAN	653.6	8.8	32	656	13	20	no value	NAN	31	46	3.2	3.0	14	13	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.363296	0.14	675	31	6.70	0.73	0.901	0.018	0.028	0.1066	0.0016	0.0059	no value	NAN	9.39	0.14	0.06171	0.00046	665	15	653.3	9.3	14	653.4	9.4	34	no value	NAN	-0.0001	0.0019	-0.0001	0.0019	0.195	0.038	-0.65	0.24	0.38	0.0938	0.0024	0.0086	no value	NAN	-0.054	0.019	10.78	0.27	1250	220	300	160	240	578	14	51	no value	NAN	FILENAME: VP-X-TS-03_021.FIN2;
TS03_22	VP-X-TS-03_022.FIN2	04/08/2012 (7) 01:40:57.24	04/08/2012 (7)	01:40:57.24	19.97	VP-X-TS-03_022.FIN2	0.933	0.023	0.036	0.1122	0.0016	0.0055		0.4368949	0.0608	0.0013	0.0019	no value	NAN	no value	NAN	685.1	9.3	32	671	12	19	no value	NAN	110	60	8.3	3.9	23	12	no value	NAN	no value	NAN	no value	NAN	no value	NAN	8.912656	0.13	641	27	5.56	0.65	0.960	0.020	0.032	0.1123	0.0017	0.0057	no value	NAN	8.93	0.14	0.06158	0.00048	659	17	683	10	16	685.9	9.8	33	no value	NAN	-0.0012	0.0016	-0.0012	0.0016	0.243	0.039	-0.05	0.18	0.29	0.1027	0.0020	0.0067	no value	NAN	-0.006	0.013	9.76	0.19	1180	200	170	130	210	631	12	40	no value	NAN	FILENAME: VP-X-TS-03_022.FIN2;
TS03_23	VP-X-TS-03_023.FIN2	04/08/2012 (7) 01:42:17.24	04/08/2012 (7)	01:42:17.24	19.97	VP-X-TS-03_023.FIN2	9.96	0.14	0.15	0.4490	0.0064	0.0082		0.0406744	0.1592	0.0014	0.0020	no value	NAN	no value	NAN	2388	28	36	2431	13	13	no value	NAN	60E+03	10.0E+03	1000	1600	2.0E+03	3.1E+03	no value	NAN	no value	NAN	no value	NAN	no value	NAN	2.227171	0.031	2450	10	5.59	0.62	9.54	0.31	0.31	0.4448	0.0076	0.0098	no value	NAN	2.251	0.038	0.1532	0.0022	2380	25	2383	30	30	2369	34	43	no value	NAN	0.0082	0.0035	0.0082	0.0035	0.243	0.039	8.91	0.23	0.24	0.4409	0.0064	0.0083	no value	NAN	0.1434	0.0027	2.271	0.032	2259	35	2323	24	25	2357	29	38	no value	NAN	FILENAME: VP-X-TS-03_023.FIN2;
TS03_24	VP-X-TS-03_024.FIN2	04/08/2012 (7) 01:43:37.24	04/08/2012 (7)	01:43:37.24	19.97	VP-X-TS-03_024.FIN2	0.835	0.019	0.034	0.0991	0.0014	0.0053		0.5396704	0.0598	0.0013	0.0019	no value	NAN	no value	NAN	608.8	8.0	31	618	11	19	no value	NAN	185	56	10.1	3.7	57	21	no value	NAN	no value	NAN	no value	NAN	no value	NAN	10.09082	0.14	614	27	5.94	0.60	0.823	0.014	0.026	0.0989	0.0014	0.0056	no value	NAN	10.07	0.14	0.05996	0.00041	601	15	609.0	8.0	14	607.9	8.3	33	no value	NAN	0.0009	0.0016	0.0009	0.0016	0.225	0.039	-0.17	0.17	0.31	0.0905	0.0018	0.0070	no value	NAN	-0.018	0.014	11.06	0.23	1100	190	200	120	210	558	11	42	no value	NAN	FILENAME: VP-X-TS-03_024.FIN2;
TS03_25	VP-X-TS-03_025.FIN2	04/08/2012 (7) 01:44:58.24	04/08/2012 (7)	01:44:58.24	19.97	VP-X-TS-03_025.FIN2	5.367	0.080	0.085	0.3387	0.0043	0.0067		0.05840424	0.1125	0.0010	0.0018	no value	NAN	no value	NAN	1879	21	32	1881	12	13	no value	NAN	760	460	91	53	106	49	no value	NAN	no value	NAN	no value	NAN	no value	NAN	2.952465	0.038	1843.9	9.2	3.97	0.47	5.35	0.13	0.14	0.3381	0.0050	0.0077	no value	NAN	2.970	0.042	0.1124	0.0011	1840	17	1878	21	22	1878	24	37	no value	NAN	0.0017	0.0018	0.0017	0.0018	0.326	0.037	4.97	0.14	0.15	0.3345	0.0045	0.0069	no value	NAN	0.1050	0.0022	2.993	0.039	1701	39	1809	24	25	1859	22	33	no value	NAN	FILENAME: VP-X-TS-03_025.FIN2;
